vertex ID,cs,positions,phenotype_id
1197,ENSG00000075292.grp_1.contained.ENST00000460310_L1_GTEx.thyroid_txrev,"[71404938, 71429414, 71430038, 71434725]",ENSG00000075292
1198,ENSG00000125637.grp_1.contained.ENST00000409656_L1_BLUEPRINT_SE.neutrophil_txrev,"[113185893, 113187253, 113187757, 113187878, 113188118]",ENSG00000125637
1199,ENSG00000115956.grp_1.contained.ENST00000234313_L1_Quach_2016.monocyte_IAV_txrev,"[68380815, 68382988, 68385160, 68386144, 68388306, 68388953, 68389306, 68392260, 68393019]",ENSG00000115956
1200,ENSG00000144115.grp_1.contained.ENST00000377254_L2_GTEx.testis_txrev,"[88180044, 88185873, 88187623, 88189771]",ENSG00000144115
1201,ENSG00000186132.grp_2.contained.ENST00000409523_L1_GEUVADIS.LCL_txrev,"[119355944, 119363418, 119363934, 119364258, 119364764, 119364964, 119365701, 119367787, 119377915]",ENSG00000186132
1202,ENSG00000163017.grp_1.contained.ENST00000345517_L1_GTEx.artery_coronary_txrev,"[73901264, 73901306, 73901778, 73903679, 73906848, 73910870]",ENSG00000163017
1203,ENSG00000124006.grp_2.contained.ENST00000596474_L1_GTEx.thyroid_txrev,"[219537949, 219537958, 219543014, 219543916, 219546059, 219548412, 219555831, 219559765]",ENSG00000124006
1204,ENSG00000169604.grp_1.contained.ENST00000463335_L1_GENCORD.fibroblast_txrev,[69103152],ENSG00000169604
1205,ENSG00000144579.grp_1.contained.ENST00000494067_L1_Lepik_2017.blood_txrev,[218401700],ENSG00000144579
1206,ENSG00000163798.grp_1.contained.ENST00000492196_L1_BLUEPRINT_SE.monocyte_txrev,[27649268],ENSG00000163798
1207,ENSG00000124380.grp_2.contained.ENST00000450162_L1_GTEx.brain_caudate_txrev,"[69893476, 69904531, 69904659, 69906278, 69906932, 69914387, 69920532, 69920961, 69926716]",ENSG00000124380
1208,ENSG00000151689.grp_1.contained.ENST00000470892_L1_GTEx.brain_caudate_txrev,"[190351383, 190352531, 190354389, 190354888, 190355612, 190360026, 190366777]",ENSG00000151689
1209,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.heart_left_ventricle_txrev,"[74460131, 74492783, 74498051, 74498677, 74499633]",ENSG00000115274
1210,ENSG00000169604.grp_1.contained.ENST00000497197_L1_GTEx.artery_aorta_txrev,[69561332],ENSG00000169604
1211,ENSG00000072163.grp_2.contained.ENST00000324938_L3_GTEx.thyroid_txrev,"[127647251, 127647285, 127647778, 127648146, 127649372, 127649600]",ENSG00000072163
1212,ENSG00000072163.grp_2.contained.ENST00000324938_L2_Quach_2016.monocyte_naive_txrev,[127648067],ENSG00000072163
1213,ENSG00000144357.grp_1.contained.ENST00000474426_L1_GTEx.colon_transverse_txrev,"[169850394, 169921555, 169924696, 170014834, 170038354]",ENSG00000144357
1214,ENSG00000189350.grp_1.contained.ENST00000475900_L1_GTEx.skin_sun_exposed_txrev,"[28957070, 28957257, 28958241, 28969211, 28971589, 28973657]",ENSG00000189350
1215,ENSG00000063660.grp_2.contained.ENST00000264039_L1_GTEx.brain_cerebellum_txrev,[240463815],ENSG00000063660
1216,ENSG00000180902.grp_1.contained.ENST00000463932_L1_GTEx.testis_txrev,"[241756914, 241760637, 241761545, 241762000, 241763768, 241764646, 241767686]",ENSG00000180902
1217,ENSG00000068024.grp_1.contained.ENST00000496347_L1_GTEx.adipose_subcutaneous_txrev,"[239183921, 239185033, 239187170, 239201668]",ENSG00000068024
1218,ENSG00000116117.grp_1.contained.ENST00000415947_L1_GTEx.stomach_txrev,"[205034367, 205047680, 205056675, 205070958, 205071986, 205072452]",ENSG00000116117
1219,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.brain_hypothalamus_txrev,"[219559984, 219560759, 219562625, 219562673, 219562706]",ENSG00000124006
1220,ENSG00000115274.grp_1.contained.ENST00000409493_L1_GEUVADIS.LCL_txrev,"[74455385, 74462912, 74489013, 74493928, 74511195]",ENSG00000115274
1221,ENSG00000115947.grp_1.contained.ENST00000264169_L1_GEUVADIS.LCL_txrev,[147996212],ENSG00000115947
1222,ENSG00000238062.grp_2.contained.ENST00000414876_L1_GTEx.testis_txrev,[230992361],ENSG00000238062
1223,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GTEx.blood_txrev,"[256414, 272051]",ENSG00000143727
1224,ENSG00000144028.grp_1.contained.ENST00000497539_L1_GTEx.esophagus_mucosa_txrev,"[96106647, 96127175, 96151008, 96247794, 96267615, 96284617, 96356796, 96361965, 96383461]",ENSG00000144028
1225,ENSG00000196975.grp_2.contained.ENST00000418066_L1_GTEx.LCL_txrev,"[69770863, 69772502, 69772505, 69772507, 69777196, 69782508, 69782890, 69784184, 69832692]",ENSG00000196975
1226,ENSG00000134324.grp_1.contained.ENST00000460096_L1_GTEx.pituitary_txrev,[11784824],ENSG00000134324
1227,ENSG00000035115.grp_2.contained.ENST00000626873_L1_GTEx.blood_txrev,[242793],ENSG00000035115
1228,ENSG00000172554.grp_1.contained.ENST00000407292_L1_GTEx.testis_txrev,[1083634],ENSG00000172554
1229,ENSG00000155368.grp_2.contained.ENST00000542275_L2_GTEx.LCL_txrev,"[119367453, 119368360, 119381498, 119395089]",ENSG00000155368
1230,ENSG00000124006.grp_2.contained.ENST00000373876_L1_GTEx.thyroid_txrev,"[219556734, 219557307]",ENSG00000124006
1231,ENSG00000198203.grp_2.contained.ENST00000326853_L1_ROSMAP.brain_naive_txrev,"[108287884, 108296217, 108296634]",ENSG00000198203
1232,ENSG00000138448.grp_1.contained.ENST00000261023_L1_Alasoo_2018.macrophage_naive_txrev,"[186633380, 186654611, 186658023, 186721872, 186724153]",ENSG00000138448
1233,ENSG00000072163.grp_2.contained.ENST00000469300_L1_GTEx.esophagus_gej_txrev,"[127641317, 127641734]",ENSG00000072163
1234,ENSG00000138382.grp_1.contained.ENST00000537825_L1_FUSION.muscle_naive_txrev,"[169796938, 169797432, 169799126, 169802155, 169802315, 169805120, 169810157, 169814766, 169816073, 169822080]",ENSG00000138382
1235,ENSG00000115107.grp_2.contained.ENST00000393110_L1_TwinsUK.LCL_txrev,"[119229661, 119229711, 119230150, 119230989, 119231342, 119231494, 119231505, 119232020, 119232060]",ENSG00000115107
1236,ENSG00000077044.grp_1.contained.ENST00000474488_L1_GTEx.adipose_subcutaneous_txrev,[233445599],ENSG00000077044
1237,ENSG00000171853.grp_1.contained.ENST00000493792_L1_TwinsUK.skin_txrev,"[3472526, 3475966, 3477760, 3479942, 3480101, 3481432]",ENSG00000171853
1238,ENSG00000068024.grp_1.contained.ENST00000493582_L1_BLUEPRINT_PE.T-cell_txrev,"[239091904, 239093078, 239094088, 239094707, 239101030, 239101379, 239104065]",ENSG00000068024
1239,ENSG00000134330.grp_2.contained.ENST00000489468_L1_GEUVADIS.LCL_txrev,"[9497883, 9504253]",ENSG00000134330
1240,ENSG00000116117.grp_1.contained.ENST00000415947_L1_GTEx.skin_sun_exposed_txrev,"[205034367, 205040735, 205047680, 205048555, 205056675, 205061677, 205070958, 205071986]",ENSG00000116117
1241,ENSG00000143727.grp_2.contained.ENST00000272065_L1_GTEx.heart_atrial_appendage_txrev,"[256414, 272051]",ENSG00000143727
1242,ENSG00000134324.grp_1.contained.ENST00000460096_L1_GTEx.ovary_txrev,[11784824],ENSG00000134324
1243,ENSG00000035115.grp_2.contained.ENST00000454318_L1_GTEx.spleen_txrev,[242793],ENSG00000035115
1244,ENSG00000124006.grp_2.contained.ENST00000465149_L1_GTEx.uterus_txrev,[220289245],ENSG00000124006
1245,ENSG00000171055.grp_1.contained.ENST00000535666_L2_BLUEPRINT_SE.neutrophil_txrev,"[36534942, 36553933, 36565313, 36575499]",ENSG00000171055
1246,ENSG00000119729.grp_1.contained.ENST00000494370_L1_Quach_2016.monocyte_naive_txrev,[46583765],ENSG00000119729
1247,ENSG00000115073.grp_1.contained.ENST00000451664_L1_GTEx.ovary_txrev,"[97226075, 97658891, 97739212, 97764218, 97812346, 97813942, 97832719, 97895726, 97918271]",ENSG00000115073
1248,ENSG00000135924.grp_2.contained.ENST00000482988_L1_GTEx.artery_tibial_txrev,"[219273686, 219279688, 219281474, 219281680, 219282386]",ENSG00000135924
1249,ENSG00000144115.grp_2.contained.ENST00000496844_L1_FUSION.muscle_naive_txrev,"[88181862, 88183396, 88184590, 88185289, 88187909]",ENSG00000144115
1250,ENSG00000115073.grp_1.contained.ENST00000451664_L1_GTEx.LCL_txrev,[97658891],ENSG00000115073
1251,ENSG00000115274.grp_2.contained.ENST00000233331_L1_GTEx.small_intestine_txrev,"[74460131, 74528651]",ENSG00000115274
1252,ENSG00000144231.grp_2.contained.ENST00000272645_L1_GEUVADIS.LCL_txrev,"[127842816, 127844192, 127846114, 127852447, 127853074, 127853173, 127859443]",ENSG00000144231
1253,ENSG00000138028.grp_2.contained.ENST00000440612_L1_GTEx.brain_frontal_cortex_txrev,"[26806243, 26831696, 26902327, 27101095, 27102273]",ENSG00000138028
1254,ENSG00000163219.grp_1.contained.ENST00000463483_L1_GTEx.adipose_subcutaneous_txrev,"[68810795, 68810940, 68810942, 68811464, 68812016, 68812246, 68812253, 68812610, 68814961, 68815481]",ENSG00000163219
1255,ENSG00000079308.grp_1.contained.ENST00000490566_L1_GTEx.adipose_subcutaneous_txrev,"[217812556, 217813859, 217814515]",ENSG00000079308
1256,ENSG00000115107.grp_2.contained.ENST00000393110_L1_GTEx.thyroid_txrev,"[119229661, 119229711, 119230150, 119230989, 119231494, 119231505, 119232060]",ENSG00000115107
1257,ENSG00000151353.grp_2.contained.ENST00000281017_L1_Quach_2016.monocyte_LPS_txrev,[674963],ENSG00000151353
1258,ENSG00000152291.grp_2.contained.ENST00000409232_L1_Schmiedel_2018.CD8_T-cell_naive_txrev,[85312513],ENSG00000152291
1259,ENSG00000151353.grp_1.contained.ENST00000281017_L1_GTEx.nerve_tibial_txrev,[710027],ENSG00000151353
1260,ENSG00000179818.grp_2.contained.ENST00000442326_L1_GTEx.lung_txrev,"[70058826, 70082675, 70099935, 70153945, 70248567]",ENSG00000179818
1261,ENSG00000196975.grp_2.contained.ENST00000471395_L1_GTEx.thyroid_txrev,"[69832692, 69892123, 69893777, 69894065, 69908563, 69918318, 69919231]",ENSG00000196975
1262,ENSG00000171853.grp_1.contained.ENST00000417243_L1_GTEx.brain_anterior_cingulate_cortex_txrev,"[3465507, 3465692]",ENSG00000171853
1263,ENSG00000018280.grp_2.contained.ENST00000468221_L2_Quach_2016.monocyte_Pam3CSK4_txrev,"[218184793, 218384232]",ENSG00000018280
1264,ENSG00000072163.grp_2.contained.ENST00000324938_L1_GTEx.lung_txrev,"[127641317, 127641734]",ENSG00000072163
1265,ENSG00000119185.grp_2.contained.ENST00000464228_L1_GTEx.esophagus_gej_txrev,"[9408522, 9410317, 9412250, 9413460, 9414151, 9426749, 9428316, 9432799, 9445071]",ENSG00000119185
1266,ENSG00000143727.grp_2.contained.ENST00000484125_L1_FUSION.muscle_naive_txrev,"[256414, 267863, 272051]",ENSG00000143727
1267,ENSG00000152291.grp_2.contained.ENST00000409232_L1_GTEx.prostate_txrev,"[85312513, 85321516, 85322745, 85328139]",ENSG00000152291
1268,ENSG00000138031.grp_2.contained.ENST00000479517_L1_GTEx.skin_not_sun_exposed_txrev,"[24842405, 24842930, 24843510, 24848918]",ENSG00000138031
1269,ENSG00000144115.grp_1.contained.ENST00000377254_L1_GTEx.skin_sun_exposed_txrev,"[88184590, 88187909]",ENSG00000144115
1270,ENSG00000125637.grp_1.contained.ENST00000418251_L1_GTEx.blood_txrev,[113185893],ENSG00000125637
1271,ENSG00000168395.grp_2.contained.ENST00000486061_L3_Quach_2016.monocyte_R848_txrev,"[241376221, 241459860, 241464588, 241467566, 241473257, 241478838, 241492575]",ENSG00000168395
1272,ENSG00000152689.grp_2.contained.ENST00000468856_L1_TwinsUK.skin_txrev,"[33512820, 33514489, 33518114, 33519891]",ENSG00000152689
1273,ENSG00000115073.grp_1.contained.ENST00000289228_L1_TwinsUK.blood_txrev,"[97646864, 97658891, 97739212, 97764218, 97812346, 97813942, 97832719, 97895726]",ENSG00000115073
1274,ENSG00000118004.grp_1.contained.ENST00000416132_L1_GTEx.nerve_tibial_txrev,"[3577209, 3580793]",ENSG00000118004
1275,ENSG00000115073.grp_1.contained.ENST00000289228_L1_GTEx.stomach_txrev,"[97080789, 97226075, 97658891]",ENSG00000115073
1276,ENSG00000072163.grp_2.contained.ENST00000469300_L1_GTEx.nerve_tibial_txrev,[127641734],ENSG00000072163
1277,ENSG00000054356.grp_1.contained.ENST00000409251_L1_ROSMAP.brain_naive_txrev,[219295922],ENSG00000054356
1278,ENSG00000125618.grp_2.contained.ENST00000554352_L1_GTEx.thyroid_txrev,"[113221073, 113221363, 113223445, 113232684, 113232816, 113235223]",ENSG00000125618
1279,ENSG00000115756.grp_1.contained.ENST00000307845_L1_GTEx.brain_cerebellum_txrev,[10408700],ENSG00000115756
1280,ENSG00000151665.grp_2.contained.ENST00000281382_L1_GTEx.artery_aorta_txrev,"[46577492, 46578947, 46581104, 46591853, 46612542]",ENSG00000151665
1281,ENSG00000168894.grp_2.contained.ENST00000456023_L1_GTEx.fibroblast_txrev,"[85596961, 85600891, 85626340, 85627353]",ENSG00000168894
1282,ENSG00000138095.grp_1.contained.ENST00000472420_L1_GTEx.spleen_txrev,"[43888961, 43889697, 43893551, 43893808, 43907955, 43911348, 43912058, 43912847, 43915950, 43916201]",ENSG00000138095
1283,ENSG00000171853.grp_2.contained.ENST00000469147_L1_GEUVADIS.LCL_txrev,"[3469903, 3470928, 3471072, 3472663, 3472959, 3473241, 3473475]",ENSG00000171853
1284,ENSG00000035115.grp_2.contained.ENST00000403712_L1_GTEx.LCL_txrev,[242793],ENSG00000035115
1285,ENSG00000169604.grp_2.contained.ENST00000303714_L1_GTEx.lung_txrev,[69103152],ENSG00000169604
1286,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.LCL_txrev,"[74460131, 74528651, 74529049]",ENSG00000115274
1287,ENSG00000119729.grp_2.contained.ENST00000465198_L1_Quach_2016.monocyte_LPS_txrev,[46583765],ENSG00000119729
1288,ENSG00000143933.grp_2.contained.ENST00000272298_L1_GEUVADIS.LCL_txrev,"[47167780, 47168783, 47168799]",ENSG00000143933
1289,ENSG00000134324.grp_1.contained.ENST00000475922_L1_Schmiedel_2018.Th1-17_memory_txrev,[11784824],ENSG00000134324
1290,ENSG00000173692.grp_1.contained.ENST00000488354_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[231105794, 231108649, 231116645]",ENSG00000173692
1291,ENSG00000151353.grp_2.contained.ENST00000281017_L2_Quach_2016.monocyte_naive_txrev,"[661770, 668596, 669739]",ENSG00000151353
1292,ENSG00000116120.grp_1.contained.ENST00000568928_L1_TwinsUK.skin_txrev,"[222571683, 222652986, 222653432, 222653733, 222655568, 222657236, 222661665, 222661666, 222661867, 222664939]",ENSG00000116120
1293,ENSG00000197713.grp_2.contained.ENST00000359429_L1_FUSION.adipose_naive_txrev,"[210001635, 210013393, 210016169, 210025035, 210035925]",ENSG00000197713
1294,ENSG00000143727.grp_2.contained.ENST00000484125_L1_GTEx.brain_cerebellum_txrev,"[256414, 272051]",ENSG00000143727
1295,ENSG00000151353.grp_2.contained.ENST00000432667_L1_FUSION.muscle_naive_txrev,"[671939, 674963, 676177]",ENSG00000151353
1296,ENSG00000115274.grp_2.contained.ENST00000233331_L1_GTEx.adipose_subcutaneous_txrev,[74460131],ENSG00000115274
1297,ENSG00000151353.grp_1.contained.ENST00000497508_L1_GTEx.thyroid_txrev,[710027],ENSG00000151353
1298,ENSG00000072163.grp_2.contained.ENST00000413578_L1_GTEx.heart_left_ventricle_txrev,[127648067],ENSG00000072163
1299,ENSG00000152689.grp_2.contained.ENST00000468856_L1_GTEx.thyroid_txrev,"[33512820, 33518114]",ENSG00000152689
1300,ENSG00000168894.grp_2.contained.ENST00000456023_L1_Alasoo_2018.macrophage_naive_txrev,"[85596961, 85600891, 85612962, 85619962, 85626340, 85627353, 85633105, 85633876, 85646921, 85649101]",ENSG00000168894
1301,ENSG00000144115.grp_1.contained.ENST00000475910_L1_GTEx.skin_not_sun_exposed_txrev,"[88147918, 88151086, 88153221, 88163636, 88168057, 88170344]",ENSG00000144115
1302,ENSG00000136682.grp_1.contained.ENST00000479583_L1_Nedelec_2016.macrophage_Salmonella_txrev,"[113413002, 113413043, 113481397]",ENSG00000136682
1303,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GENCORD.fibroblast_txrev,"[219561274, 219562625, 219562706]",ENSG00000124006
1304,ENSG00000198203.grp_2.contained.ENST00000437390_L1_GTEx.esophagus_muscularis_txrev,"[108287884, 108311626]",ENSG00000198203
1305,ENSG00000063660.grp_2.contained.ENST00000264039_L1_GTEx.brain_frontal_cortex_txrev,"[240463815, 240465082]",ENSG00000063660
1306,ENSG00000144366.grp_2.contained.ENST00000479019_L1_HipSci.iPSC_txrev,"[188427566, 188466512, 188640203, 188686064, 188767079, 188801360, 188829632]",ENSG00000144366
1307,ENSG00000134324.grp_1.contained.ENST00000449576_L1_GTEx.muscle_txrev,"[11783292, 11784824, 11792047, 11792209, 11796672]",ENSG00000134324
1308,ENSG00000115694.grp_1.contained.ENST00000478403_L1_GTEx.blood_txrev,[241457904],ENSG00000115694
1309,ENSG00000136732.grp_2.contained.ENST00000259254_L1_Alasoo_2018.macrophage_IFNg+Salmonella_txrev,"[126671593, 126672077, 126676347, 126678381, 126679472]",ENSG00000136732
1310,ENSG00000171853.grp_2.contained.ENST00000489032_L1_BrainSeq.brain_txrev,"[3475966, 3477760, 3480101, 3481432]",ENSG00000171853
1311,ENSG00000119185.grp_2.contained.ENST00000464228_L1_GTEx.artery_coronary_txrev,"[9411584, 9412250, 9413460, 9414151]",ENSG00000119185
1312,ENSG00000188674.grp_1.contained.ENST00000451342_L1_GTEx.brain_caudate_txrev,"[208168843, 208169220, 208170761, 208171125, 208171416, 208171433, 208171733, 208171881, 208171988, 208172281]",ENSG00000188674
1313,ENSG00000124006.grp_2.contained.ENST00000462385_L1_TwinsUK.skin_txrev,"[219559984, 219562625, 219562673, 219562706]",ENSG00000124006
1314,ENSG00000065413.grp_2.contained.ENST00000463879_L1_GTEx.testis_txrev,"[197302101, 197304119, 197307424, 197313250, 197316719, 197318216, 197320789]",ENSG00000065413
1315,ENSG00000134324.grp_1.contained.ENST00000475922_L1_GTEx.adipose_subcutaneous_txrev,[11784824],ENSG00000134324
1316,ENSG00000123992.grp_2.contained.ENST00000488051_L1_GTEx.adipose_subcutaneous_txrev,"[219391349, 219422076]",ENSG00000123992
1317,ENSG00000135924.grp_1.contained.ENST00000482988_L1_GTEx.skin_sun_exposed_txrev,"[219273686, 219279688, 219280564, 219281238, 219281474, 219281680, 219281929, 219282386, 219291752, 219291809]",ENSG00000135924
1318,ENSG00000118640.grp_1.contained.ENST00000432071_L1_GTEx.pancreas_txrev,"[85581450, 85581748, 85582832]",ENSG00000118640
1319,ENSG00000063660.grp_2.contained.ENST00000466624_L1_GTEx.muscle_txrev,"[240462987, 240464000, 240466062, 240466191, 240466447, 240466770]",ENSG00000063660
1320,ENSG00000115756.grp_1.contained.ENST00000307845_L1_TwinsUK.LCL_txrev,"[10401586, 10401970, 10408700, 10409879, 10410782, 10411227, 10411608]",ENSG00000115756
1321,ENSG00000138376.grp_2.contained.ENST00000260947_L1_HipSci.iPSC_txrev,"[214793036, 215015523]",ENSG00000138376
1322,ENSG00000055332.grp_2.contained.ENST00000395127_L2_GTEx.LCL_txrev,"[37033071, 37033679, 37149171]",ENSG00000055332
1323,ENSG00000115274.grp_2.contained.ENST00000233331_L1_GTEx.stomach_txrev,[74528651],ENSG00000115274
1324,ENSG00000018699.grp_1.contained.ENST00000647819_L1_GTEx.adipose_subcutaneous_txrev,"[32650017, 32661423, 32662007, 32669403, 32678481]",ENSG00000018699
1325,ENSG00000144579.grp_2.contained.ENST00000494067_L1_TwinsUK.blood_txrev,"[218401700, 218404080]",ENSG00000144579
1326,ENSG00000067066.grp_1.contained.ENST00000413284_L1_GTEx.esophagus_gej_txrev,"[230464005, 230467564]",ENSG00000067066
1327,ENSG00000035115.grp_2.contained.ENST00000626873_L1_GTEx.pancreas_txrev,[242793],ENSG00000035115
1328,ENSG00000063660.grp_1.contained.ENST00000455111_L1_TwinsUK.skin_txrev,"[240464174, 240464820, 240467113, 240472226, 240476408, 240476621, 240478629, 240481209, 240482902]",ENSG00000063660
1329,ENSG00000171853.grp_1.contained.ENST00000417243_L1_GTEx.adrenal_gland_txrev,[3465692],ENSG00000171853
1330,ENSG00000189223.grp_1.contained.ENST00000555766_L1_BLUEPRINT_SE.monocyte_txrev,[113238217],ENSG00000189223
1331,ENSG00000163803.grp_1.contained.ENST00000327757_L1_Lepik_2017.blood_txrev,"[28464176, 28468378, 28471382, 28477892]",ENSG00000163803
1332,ENSG00000151353.grp_2.contained.ENST00000281017_L1_Nedelec_2016.macrophage_Salmonella_txrev,[676177],ENSG00000151353
1333,ENSG00000011566.grp_2.contained.ENST00000497566_L1_GTEx.muscle_txrev,"[39320434, 39391251]",ENSG00000011566
1334,ENSG00000144034.grp_2.contained.ENST00000497464_L2_GEUVADIS.LCL_txrev,"[72783773, 72795548, 72913172]",ENSG00000144034
1335,ENSG00000135924.grp_1.contained.ENST00000477917_L1_FUSION.muscle_naive_txrev,[219295355],ENSG00000135924
1336,ENSG00000118960.grp_2.contained.ENST00000304031_L1_GENCORD.LCL_txrev,"[20637026, 20637709, 20638558]",ENSG00000118960
1337,ENSG00000197223.grp_2.contained.ENST00000355848_L1_BrainSeq.brain_txrev,"[68039039, 68046064, 68046586, 68049640, 68062936, 68063496, 68064428, 68065097, 68065805, 68067991]",ENSG00000197223
1338,ENSG00000124006.grp_2.contained.ENST00000472388_L1_GTEx.ovary_txrev,"[219556734, 219557307]",ENSG00000124006
1339,ENSG00000134330.grp_1.contained.ENST00000496603_L1_Quach_2016.monocyte_IAV_txrev,"[9486236, 9487133, 9490115, 9491593, 9500088, 9500397, 9505660, 9507234, 9507480, 9508558]",ENSG00000134330
